brand,category-1,category-2,category-3,co2_total,colour,fabric_type,ftp_acrylic,ftp_cotton,ftp_elastane,ftp_linen,ftp_other,ftp_polyamide,ftp_polyester,ftp_polypropylene,ftp_silk,ftp_viscose,ftp_wool,gender,label,made_in,season,size,unspsc_code,weight
b16,home,home,sheets,26.64,mustard,K,,,,93.0,,,1.0,2.0,,,,,,KR,,XL,,
b125,menswear,swimwear,swimsuit,3.22,light grey,K,27.0,,,,,,53.0,19.0,,,,M,,CN,,S,,
b142,baby,thermals,trousers,95.48,bondi blue,K,,14.0,,4.0,,54.0,,9.0,,,17.0,,,US,WIN,S,,1.964
b23,baby,nightwear,pyjama,11.72,yellow,K,,16.0,,40.0,,19.0,15.0,,,6.0,2.0,,,CN,,XL,,0.53
b101,womenswear,headgear,cap,1.69,bondi blue,K,,,,96.0,,,,,,,,W,,CN,,XXL,,0.122
b103,baby,nightwear,pyjama,9.75,bondi blue,K,,,,,,100.0,,,,,,,,CN,,S,,
b95,baby,baby,body,1.31,red,K,,82.0,,,2.0,6.0,2.0,,,,7.0,,,TW,,XXL,,
b16,clothing,suit,trousers,9.39,wheat,K,,,11.0,,,81.0,7.0,,,,,M,,CN,AYR,L,,0.365
b16,womenswear,outerwear,pants,1.42,gold,K,2.0,4.0,,,,,,,,,93.0,W,,CN,,XS,,0.027000000000000003
b17,baby,baby,body,1.35,black,K,,6.0,5.0,,7.0,,,1.0,2.0,4.0,73.0,,,VN,,XXL,,
b23,baby,nightwear,pyjama,15.97,indigo,K,,3.0,7.0,7.0,,9.0,8.0,4.0,53.0,6.0,,,,CN,,L,,
b131,womenswear,costume,dress,6.18,unknown,K,3.0,6.0,4.0,1.0,8.0,,52.0,7.0,5.0,10.0,,W,,AU,,XS,,
b89,baby,nightwear,pyjama,17.53,wheat,K,1.0,,,,,14.0,43.0,,,,40.0,,,CN,,XS,,0.493
b124,menswear,headgear,scarf,5.96,peach,K,,9.0,,3.0,4.0,2.0,8.0,8.0,49.0,7.0,6.0,M,,TR,MID,XXL,,
b23,clothing,outerwear,gloves,8.06,gold,K,8.0,,22.0,,,50.0,,1.0,,,17.0,Y,,DE,WIN,M,,
b131,baby,baby,body,1.03,lime,K,,,6.0,3.0,4.0,17.0,12.0,12.0,8.0,,34.0,,,CN,,L,,
b95,womenswear,sportswear,gloves,2.85,gold,K,,,,73.0,3.0,2.0,,,,21.0,,W,,DE,AYR,XS,,
b112,kidswear,swimwear,swimsuit,2.04,yellow,K,26.0,,,2.0,,48.0,,,,22.0,,Y,,CN,,XS,,
b95,menswear,men-undergarments,boxer-brief,3.37,light brown,K,,8.0,8.0,,,9.0,54.0,12.0,,6.0,,M,,DE,,XS,,0.08900000000000001
b89,womenswear,beachwear,swimsuit,2.95,mustard,K,,,10.0,63.0,,7.0,3.0,14.0,,,,W,,DE,,S,,
b131,menswear,swimwear,swimsuit,3.74,golden,K,,,,40.0,,,60.0,,,,,M,,DE,,M,,
b67,baby,baby,body,0.96,golden,K,15.0,,,34.0,,19.0,6.0,,18.0,5.0,,,,US,,M,,
b124,clothing,home,sheets,46.66,metal,K,,,6.0,6.0,5.0,,1.0,,2.0,,78.0,W,,CN,,M,,1.018
b142,clothing,thermals,skirts,11.47,peach,K,3.0,,12.0,14.0,,4.0,,,,18.0,46.0,W,,CN,,M,,
b103,kidswear,sportswear,trousers,14.28,unbleached,W,,,14.0,,6.0,8.0,66.0,3.0,,,,K,,CN,MID,XS,,
b17,home,home,mat,95.47,purple,W,5.0,,4.0,1.0,1.0,,,,1.0,,86.0,,,CN,,L,,
b131,clothing,thermals,trousers,11.81,violet,W,8.0,48.0,10.0,,13.0,5.0,13.0,,,,,W,,CN,SUM,XS,,
b23,baby,outerwear,gloves,2.46,blue,K,,57.0,1.0,4.0,,1.0,11.0,11.0,9.0,,2.0,,,CN,MID,XS,,0.092
b76,womenswear,dress,fancy-dress,12.39,dark green,K,9.0,1.0,12.0,,,,52.0,12.0,,1.0,11.0,W,,CN,,XS,,0.445
b125,womenswear,beachwear,jean-shorts,4.41,dark grey,W,,,,21.0,,43.0,6.0,8.0,,20.0,,W,,CN,SUM,S,,0.183
b23,womenswear,women-undergarments,panties,1.14,gray,K,6.0,83.0,,,,,5.0,,2.0,,2.0,W,,TW,,XL,,
b89,womenswear,hosiery,socks,0.38,indigo,K,,,4.0,67.0,,,19.0,,,8.0,,W,,CN,,L,,
b16,kidswear,outerwear,coats,52.47,light brown,K,,5.0,11.0,,1.0,,65.0,9.0,1.0,,6.0,K,,DE,SUM,XS,,
b131,womenswear,sportswear,pants,0.78,unknown,K,4.0,,2.0,1.0,3.0,,83.0,,,5.0,,W,,DE,,XXL,,0.021
b16,home,home,curtain,10.38,orange,W,,,,96.0,,,,,,1.0,1.0,,,CN,,M,,
b125,baby,thermals,long-sleeved-top,0.62,pink,K,,54.0,17.0,,,,,,9.0,10.0,7.0,,,CN,,XS,,
b89,womenswear,suit,coats,19.72,mustard,K,6.0,6.0,8.0,,,6.0,3.0,10.0,58.0,,,W,,KR,SUM,S,,
b76,womenswear,headgear,flat-cap,4.11,violet,K,4.0,,,8.0,,80.0,,,,5.0,2.0,W,,TW,,L,,0.095
b64,baby,footwear,socks,0.67,gold,K,5.0,9.0,,66.0,5.0,,,,,8.0,4.0,,,KR,,XXL,,0.021
b17,kidswear,sportswear,trousers,14.91,blue gray,W,12.0,,,65.0,,,2.0,19.0,,,,K,,KR,MID,XL,,0.48700000000000004
b95,home,home,sheets,21.19,aquamarine,W,2.0,,5.0,,2.0,3.0,82.0,1.0,,3.0,,,,CN,,XS,,0.938
b67,womenswear,home,towel,9.29,turquoise,W,4.0,51.0,,,9.0,4.0,16.0,,,8.0,5.0,W,,KR,,XS,,0.20800000000000002
b16,womenswear,women-undergarments,panties,0.62,brown,K,14.0,,,50.0,2.0,5.0,3.0,8.0,8.0,6.0,,W,,TW,,S,,0.018000000000000002
b17,menswear,suit,trousers,15.36,lime,W,,,3.0,,3.0,3.0,87.0,1.0,,,,M,,CN,MID,S,,
b66,baby,baby,body,0.29,light brown,K,,,,,,,99.0,,,,,,,CN,,XL,,
b103,womenswear,women-undergarments,bra,1.5,white,K,,33.0,8.0,9.0,4.0,12.0,3.0,13.0,,14.0,,W,,CN,,XS,,0.06
b64,kidswear,swimwear,swimsuit,1.98,lime,K,,,,26.0,9.0,14.0,46.0,3.0,,,,G,,CN,,M,,
b124,menswear,swimwear,swimsuit,4.28,red,K,3.0,,12.0,8.0,7.0,2.0,55.0,,,9.0,,M,,BD,,M,,0.122
b16,clothing,home,curtain,13.44,dark green,K,,82.0,,,,,,,7.0,6.0,4.0,B,,CN,,XXL,,0.43
b95,clothing,home,mat,82.57,golden,K,,6.0,,,,80.0,,6.0,2.0,3.0,,B,,CN,,XL,,3.222
b67,womenswear,sportswear,pants,0.58,violet,W,,,,77.0,,,8.0,8.0,,6.0,,W,,VN,,S,,
b142,womenswear,dress,dress,7.63,bondi blue,K,,,9.0,,2.0,72.0,,6.0,,,8.0,W,,CN,,M,,0.284
b86,menswear,costume,dress,8.4,orange,K,13.0,,,,14.0,,31.0,22.0,,18.0,,M,,CN,,XL,,
b16,menswear,swimwear,swimsuit,5.36,silver,K,4.0,,,,,,86.0,,,9.0,,M,,US,,L,,0.138
b76,baby,outerwear,gloves,5.88,gray,W,7.0,,13.0,,9.0,,,21.0,8.0,,40.0,,,TR,MID,S,,
b66,clothing,uniform,jacket,34.03,unbleached,W,,1.0,5.0,6.0,,8.0,64.0,3.0,5.0,,4.0,U,,CN,,L,,1.474
b66,baby,thermals,knitwear,23.86,violet,K,,3.0,,4.0,,7.0,1.0,,7.0,,74.0,,,BD,AYR,S,,
b89,baby,outerwear,gloves,8.37,white,W,,,,,,1.0,,,97.0,,,,,CN,WIN,XS,,
b89,kidswear,suit,pants,0.56,natural,W,8.0,6.0,6.0,,8.0,,,6.0,56.0,7.0,,G,,CN,,L,,
b23,womenswear,beachwear,jean-shorts,13.06,golden,W,6.0,,,13.0,13.0,44.0,9.0,12.0,,,,W,,VN,SUM,M,,
b67,womenswear,headgear,flat-cap,1.93,orange,K,5.0,2.0,2.0,78.0,,,,,1.0,7.0,1.0,W,,CN,,XL,,
b67,womenswear,women-undergarments,panties,0.92,silver,K,,12.0,,59.0,3.0,7.0,3.0,,1.0,,12.0,W,,HK,,L,,
b101,kidswear,outerwear,pants,1.22,blue gray,W,16.0,,,9.0,10.0,,12.0,,2.0,11.0,37.0,Y,,DE,,M,,0.021
b66,baby,footwear,socks,0.44,neon,K,16.0,44.0,19.0,1.0,,,4.0,,12.0,,1.0,,,CN,,XS,,0.015
b17,home,home,sheets,57.48,orange,K,,76.0,8.0,,,3.0,6.0,,,,5.0,,,IT,,M,,
b103,baby,baby,body,1.28,white,K,8.0,36.0,,,,8.0,3.0,,18.0,15.0,9.0,,,KR,,L,,
b103,baby,footwear,socks,0.34,silver,K,,4.0,,57.0,9.0,7.0,8.0,,3.0,,9.0,,,CN,,XL,,0.018000000000000002
b64,menswear,outerwear,trousers,18.71,navy,W,3.0,,2.0,4.0,,17.0,,,,,73.0,M,,CN,AYR,XS,,
b89,menswear,suit,jacket,30.67,gray,K,5.0,86.0,,,,,1.0,,5.0,,,M,,CN,,L,,
b95,womenswear,hosiery,stockings,0.5,neon,K,2.0,,,,,,5.0,10.0,82.0,,,W,,CN,,XL,,
b23,menswear,clothing,gloves,5.37,orange,K,,,8.0,6.0,,1.0,66.0,,3.0,5.0,8.0,M,,PK,SUM,XXL,,
b89,menswear,swimwear,swimsuit,2.54,gray,K,2.0,,1.0,94.0,,,,,,1.0,,M,,BD,,S,,
b66,menswear,accessory,backpack,37.23,mustard,K,,10.0,6.0,,,51.0,5.0,11.0,9.0,,5.0,M,,TR,,XL,,
b76,kidswear,clothing,snow-suit,88.08,orange,K,1.0,55.0,9.0,,,9.0,5.0,,6.0,10.0,2.0,Y,,CN,WIN,S,,
b16,clothing,clothing,trousers,58.16,golden,W,,4.0,,78.0,,,,,8.0,2.0,5.0,B,,DE,WIN,M,,1.995
b103,home,home,pillow,2.87,dark grey,K,1.0,90.0,1.0,,,2.0,1.0,,2.0,,,,,US,,S,,0.06
b86,home,home,sheets,11.27,maroon,W,,,8.0,3.0,2.0,,58.0,13.0,,13.0,,,,CN,,S,,0.499
b125,kidswear,beachwear,shorts,2.69,green,K,2.0,,,,,93.0,1.0,,,2.0,,G,,CN,SUM,L,,
b124,baby,baby,body,0.92,green,K,,3.0,,4.0,,1.0,,33.0,57.0,,,,,IN,,M,,
b142,kidswear,undergarments,brief,2.2,brown,K,1.0,,3.0,3.0,,,,,91.0,,,Y,,CN,,XXL,,0.08199999999999999
b95,baby,outerwear,gloves,8.93,golden,W,13.0,,13.0,3.0,2.0,37.0,,,7.0,13.0,7.0,,,KR,WIN,XS,,
b86,baby,nightwear,pyjama,16.66,black,K,,,6.0,,4.0,2.0,,,,,87.0,,,CN,,M,,0.336
b112,baby,outerwear,trousers,87.37,neon,K,,1.0,4.0,,2.0,,5.0,,82.0,2.0,1.0,,,TR,WIN,S,,2.044
b124,home,home,mat,64.52,Ivory,W,,,,6.0,,67.0,,8.0,5.0,9.0,1.0,,,TR,,M,,
b16,clothing,uniform,trousers,46.85,metal,W,,83.0,,1.0,,3.0,2.0,1.0,1.0,3.0,3.0,B,,IT,MID,L,,
b125,menswear,outerwear,pants,0.92,navy,K,5.0,4.0,,,3.0,3.0,,,81.0,,1.0,M,,CN,,L,,0.034
b86,home,home,curtain,43.03,mosaic,W,1.0,56.0,10.0,9.0,,8.0,,,9.0,,2.0,,,TR,,XL,,
b23,kidswear,costume,trousers,19.42,brown,K,12.0,4.0,,58.0,1.0,,,,4.0,10.0,8.0,K,,CN,AYR,XS,,
b67,menswear,sportswear,hoodie,12.63,wheat,K,19.0,,13.0,,,66.0,,,,,,M,,CN,,M,,0.433
b86,home,home,sheets,30.3,golden,W,13.0,22.0,,,11.0,,,2.0,9.0,,39.0,,,CN,,M,,0.82
b66,home,home,sheets,12.75,dark green,K,,,8.0,,9.0,10.0,43.0,12.0,15.0,,,,,CN,,L,,
b124,menswear,outerwear,jacket,55.29,white,W,6.0,,,,1.0,83.0,,,5.0,,3.0,M,,KR,,M,,
b89,kidswear,suit,coats,142.18,blue gray,K,11.0,4.0,,11.0,7.0,6.0,10.0,,10.0,,39.0,G,,CN,WIN,L,,
b125,clothing,costume,trousers,95.89,dark grey,W,3.0,68.0,7.0,,7.0,,6.0,,,5.0,1.0,U,,TW,WIN,M,,
b142,clothing,sportswear,coats,12.05,neon,K,2.0,,,,23.0,,74.0,,,,,Y,,CN,WIN,S,,
b124,womenswear,suit,trousers,13.15,lime,W,,8.0,4.0,60.0,5.0,,,6.0,7.0,,6.0,W,,PK,AYR,XXL,,0.436
b64,womenswear,women-beachwear,bikin,3.87,turquoise,K,,,43.0,,,15.0,31.0,,,9.0,,W,,DE,SUM,XS,,
b124,womenswear,women-beachwear,bikin,2.58,natural,K,,,41.0,4.0,,36.0,,17.0,,,,W,,CN,SUM,M,,0.106
b16,clothing,clothing,knitwear,5.3,bondi blue,K,,8.0,,32.0,,22.0,,19.0,,17.0,,M,,CN,SUM,L,,
b124,menswear,swimwear,swimsuit,3.78,yellow,K,14.0,,,11.0,9.0,,41.0,,,23.0,,M,,CN,,L,,
b142,baby,nightwear,pyjama,13.09,black,K,,37.0,20.0,34.0,7.0,,,,,,,,,CN,,XS,,
b17,kidswear,suit,pants,0.88,purple,W,,97.0,,,,,,,,,,G,,KR,,XXL,,
b64,clothing,footwear,socks,0.6,peach,K,7.0,,1.0,,22.0,13.0,,14.0,,,40.0,K,,CN,,XXL,,0.019
b16,menswear,nightwear,pyjama,27.68,pink,K,,,,,,1.0,94.0,1.0,,1.0,1.0,M,,US,,M,,
b67,kidswear,sportswear,trousers,12.56,orange,K,1.0,,,86.0,,2.0,,4.0,,4.0,,B,,CN,AYR,XS,,
b76,clothing,nightwear,pyjama,19.28,Ivory,K,,64.0,,,12.0,,,2.0,16.0,4.0,,Y,,TR,,XL,,
b103,menswear,suit,tie,1.53,yellow,K,13.0,4.0,7.0,,1.0,18.0,35.0,11.0,,7.0,1.0,M,,KR,,XL,,
b95,kidswear,sportswear,gloves,2.38,Ivory,W,10.0,,8.0,,2.0,,71.0,,,7.0,,Y,,HK,SUM,XS,,0.06
b66,menswear,undergarments,underpants,1.0,light grey,K,,98.0,,,,,,,,,,M,,CN,,S,,
b89,womenswear,women-undergarments,bra,1.34,light brown,K,3.0,,10.0,7.0,15.0,,9.0,,43.0,,10.0,W,,CN,,S,,
b131,womenswear,women-undergarments,bra,2.64,bondi blue,K,7.0,,,3.0,6.0,76.0,,4.0,,2.0,,W,,KR,,L,,
b125,womenswear,undergarments,underpants,1.26,lime,K,1.0,82.0,,7.0,,,,,4.0,5.0,,W,,TR,,S,,0.027000000000000003
b101,womenswear,costume,costume,15.01,wheat,W,11.0,13.0,,42.0,10.0,11.0,7.0,,2.0,1.0,,W,,TR,,L,,
b124,baby,footwear,socks,1.08,red,K,8.0,33.0,12.0,,5.0,3.0,18.0,4.0,10.0,,1.0,,,DE,,XS,,
b103,home,home,towel,5.63,neon,W,,96.0,,,,,,,,1.0,,,,CN,,XS,,
b17,kidswear,uniform,gloves,6.51,violet,K,,2.0,,6.0,,16.0,5.0,,48.0,20.0,,B,,CN,WIN,XS,,0.243
b125,baby,outerwear,coats,20.41,pink,K,,1.0,,,6.0,4.0,6.0,3.0,,5.0,72.0,,,CN,AYR,XS,,0.46
b142,home,home,mat,64.58,blue gray,W,,8.0,2.0,4.0,,,11.0,7.0,57.0,7.0,,,,DE,,M,,1.5630000000000002
b103,menswear,footwear,socks,1.14,light grey,K,,,,,1.0,,1.0,,94.0,,1.0,M,,BD,,L,,
b95,baby,nightwear,pyjama,9.52,unknown,K,6.0,2.0,,71.0,,6.0,2.0,1.0,,3.0,4.0,,,CN,,XXL,,0.503
b66,menswear,headgear,cap,4.89,navy,K,,2.0,2.0,,,3.0,,,88.0,2.0,1.0,M,,VN,,XXL,,
b142,womenswear,suit,coats,34.28,teal,W,7.0,6.0,9.0,,9.0,54.0,,11.0,,,,W,,CN,WIN,XL,,1.432
b67,home,home,curtain,18.28,lime,W,1.0,,,,,5.0,74.0,6.0,8.0,4.0,,,,CN,,XS,,0.7909999999999999
b125,womenswear,nightwear,pyjama,18.18,navy,K,,1.0,10.0,2.0,10.0,,,,51.0,12.0,11.0,W,,VN,,XS,,0.408
b124,kidswear,undergarments,underpants,0.41,violet,K,2.0,,11.0,17.0,3.0,11.0,37.0,,9.0,6.0,,Y,,CN,,XL,,
b64,baby,nightwear,pyjama,8.65,violet,K,,,,,6.0,43.0,,16.0,13.0,,19.0,,,TR,,XS,,
b112,baby,outerwear,jacket,15.59,maroon,W,2.0,85.0,,2.0,,,2.0,2.0,2.0,,2.0,,,CN,,S,,
b66,womenswear,thermals,knitwear,49.47,turquoise,K,,92.0,,1.0,,,1.0,,2.0,,2.0,W,,DE,AYR,S,,
b76,clothing,headgear,cap,3.64,wheat,K,,76.0,6.0,2.0,6.0,,,5.0,,1.0,1.0,Y,,TR,,L,,
b125,kidswear,clothing,T-shirt,21.41,turquoise,K,1.0,,7.0,,,7.0,,5.0,1.0,,77.0,G,,TW,,L,,
b76,home,home,pillow,3.91,black,K,,,,,2.0,,,,76.0,21.0,,,,HK,,XL,,0.086
b67,menswear,home,mat,35.67,turquoise,K,,,,27.0,12.0,,47.0,13.0,,,,M,,CN,,S,,2.055
b89,home,home,mat,103.87,Ivory,W,,2.0,3.0,9.0,14.0,9.0,18.0,,,7.0,36.0,,,CN,,XL,,3.307
b86,menswear,clothing,gloves,4.04,wheat,K,4.0,14.0,4.0,,5.0,,31.0,6.0,14.0,18.0,,M,,CN,MID,XXL,,
b125,kidswear,outerwear,jacket,64.67,gold,K,2.0,,,,10.0,,,10.0,77.0,,,G,,DE,,XL,,
b103,menswear,swimwear,swimsuit,2.34,natural,K,,,14.0,8.0,8.0,1.0,34.0,17.0,,15.0,,M,,CN,,XS,,0.109
b89,menswear,outerwear,jacket,16.6,mustard,W,,3.0,9.0,,,,76.0,10.0,,,,M,,CN,,L,,0.7440000000000001
b67,menswear,undergarments,underpants,1.03,gray,K,,12.0,,15.0,8.0,39.0,,,13.0,,11.0,M,,KR,,L,,
b125,home,home,curtain,76.1,peach,W,,,,,,,,,,,99.0,,,GB,,XL,,
b103,womenswear,beachwear,shorts,3.52,aquamarine,K,,,,,10.0,4.0,85.0,,,,,W,,CN,SUM,L,,
b125,clothing,uniform,trousers,45.88,teal,K,,75.0,,1.0,6.0,3.0,7.0,,3.0,,2.0,K,,DE,MID,XXL,,
b64,womenswear,undergarments,briefs,2.36,yellow,K,,58.0,3.0,2.0,9.0,4.0,7.0,1.0,1.0,,11.0,W,,CN,,S,,
b103,kidswear,clothing,top,3.88,blue,K,1.0,,,,,,2.0,,2.0,,93.0,K,,CN,,S,,0.07400000000000001
b64,baby,footwear,socks,0.6,turquoise,K,5.0,87.0,,,3.0,,3.0,,,,,,,CN,,M,,0.02
b124,menswear,uniform,gloves,4.27,dark grey,W,,7.0,,,,6.0,,,70.0,7.0,8.0,M,,CN,AYR,XS,,
b125,menswear,headgear,hat,2.43,lime,K,3.0,59.0,7.0,6.0,5.0,6.0,,7.0,,4.0,,M,,CN,,S,,0.092
b86,clothing,clothing,knitwear,36.92,metal,K,4.0,,,76.0,,4.0,,4.0,3.0,,6.0,U,,TR,SUM,XL,,
b142,home,home,mat,22.02,indigo,W,,,2.0,81.0,3.0,3.0,3.0,,2.0,,3.0,,,TR,,XL,,0.858
b76,kidswear,sportswear,gloves,2.75,light grey,K,32.0,,,,,42.0,,,,25.0,,Y,,CN,AYR,S,,
b142,clothing,undergarments,brief,2.34,purple,K,9.0,32.0,,14.0,,21.0,,12.0,9.0,,,U,,CN,,L,,0.08900000000000001
b23,womenswear,outerwear,gloves,2.85,teal,K,,36.0,,19.0,15.0,4.0,,6.0,,17.0,,W,,CN,AYR,XS,,
b112,home,home,pillow,2.87,mosaic,W,,14.0,,,,21.0,,11.0,,16.0,36.0,,,CN,,L,,
b101,menswear,clothing,long-sleeved-top,3.03,aquamarine,K,4.0,,,15.0,4.0,19.0,38.0,,,4.0,14.0,M,,US,,M,,0.071
b76,womenswear,hosiery,stockings,0.34,violet,K,,,11.0,60.0,14.0,,4.0,,8.0,,,W,,CN,,XS,,
b142,kidswear,headgear,cap,0.61,bondi blue,K,,,,99.0,,,,,,,,Y,,CN,,XS,,0.043
b131,menswear,costume,coats,166.19,green,K,,5.0,14.0,12.0,7.0,41.0,,,2.0,9.0,7.0,M,,ES,MID,L,,4.077
b124,baby,footwear,socks,0.59,red,K,,,,,,7.0,1.0,7.0,83.0,,,,,CN,,S,,
b86,home,home,curtain,28.22,dark grey,K,,7.0,,,,,14.0,13.0,,,64.0,,,CN,,S,,0.659
b64,kidswear,costume,coats,202.06,violet,W,14.0,,21.0,,,,10.0,3.0,41.0,,9.0,G,,US,WIN,S,,
b86,home,home,curtain,10.13,golden,W,1.0,,1.0,89.0,,1.0,2.0,,,2.0,,,,KR,,XXL,,0.42200000000000004
b101,menswear,suit,tie,0.68,indigo,K,,7.0,2.0,7.0,12.0,10.0,,,15.0,12.0,31.0,M,,CN,,XXL,,
b124,home,home,mat,52.18,mosaic,W,,,16.0,7.0,,,8.0,,14.0,10.0,42.0,,,CN,,S,,1.405
b101,home,home,towel,9.34,mustard,W,9.0,14.0,5.0,2.0,12.0,35.0,,9.0,8.0,,,,,CN,,XXL,,0.39899999999999997
b86,baby,nightwear,pyjama,12.64,blue,K,5.0,2.0,3.0,,,6.0,13.0,3.0,16.0,,48.0,,,CN,,S,,0.322
b17,baby,outerwear,jacket,4.55,Ivory,K,,,,99.0,,,,,,,,,,CN,,XXL,,
b67,baby,baby,body,0.38,lime,K,3.0,4.0,,79.0,5.0,,,6.0,,,,,,CN,,L,,0.025
b64,womenswear,undergarments,underpants,0.44,navy,K,4.0,7.0,25.0,,9.0,,49.0,4.0,,,,W,,CN,,L,,
b131,womenswear,footwear,socks,0.75,mosaic,K,,2.0,,,2.0,,1.0,,85.0,3.0,3.0,W,,US,,M,,
b17,home,home,towel,16.47,wheat,W,11.0,49.0,,,10.0,12.0,,,9.0,2.0,4.0,,,KR,,M,,0.35700000000000004
b86,kidswear,headgear,flat-cap,1.24,unknown,K,,,10.0,,16.0,31.0,,14.0,10.0,14.0,2.0,Y,,CN,,S,,
b67,kidswear,outerwear,gloves,6.77,Ivory,W,,,9.0,2.0,,,10.0,10.0,,,67.0,Y,,BD,MID,S,,0.09699999999999999
b89,kidswear,clothing,pants,0.51,green,W,,57.0,,2.0,,10.0,,20.0,,10.0,,K,,CN,,L,,0.018000000000000002
b101,kidswear,outerwear,trousers,9.26,amber,W,,,6.0,67.0,6.0,,,10.0,,7.0,2.0,Y,,CN,SUM,XS,,
b17,kidswear,headgear,cap,2.41,golden,K,2.0,,5.0,8.0,1.0,,50.0,9.0,6.0,5.0,10.0,G,,CN,,XL,,
b131,menswear,swimwear,swimsuit,2.25,silver,K,9.0,,,,14.0,9.0,51.0,14.0,,,,M,,CN,,S,,
b86,kidswear,swimwear,swimsuit,2.42,gold,K,,,2.0,,,,93.0,4.0,,,,B,,CN,,XL,,
b131,clothing,clothing,skirts,11.68,turquoise,K,16.0,,,,,,35.0,5.0,,,43.0,G,,CN,,L,,
b17,kidswear,sportswear,gloves,1.25,mustard,W,,,2.0,85.0,,6.0,,6.0,,,,Y,,CN,AYR,XS,,
b124,home,home,towel,10.25,dark green,W,,4.0,,6.0,,4.0,,,84.0,,,,,CN,,S,,0.387
b16,menswear,clothing,hoodie,24.65,natural,K,,5.0,,2.0,4.0,,9.0,,5.0,,71.0,M,,KR,,XL,,
b103,womenswear,undergarments,brief,4.64,unbleached,K,11.0,6.0,1.0,11.0,,,,,66.0,,3.0,W,,DE,,L,,
b17,clothing,costume,jacket,35.13,neon,K,,18.0,10.0,16.0,8.0,,,,40.0,,5.0,M,,TR,,S,,0.89
b76,menswear,suit,trousers,19.51,light grey,W,8.0,,,,,32.0,7.0,,,28.0,23.0,M,,CN,SUM,XS,,
b101,womenswear,clothing,skirts,15.42,green,K,,7.0,2.0,3.0,4.0,,,12.0,58.0,,12.0,W,,DE,,XXL,,
b86,baby,footwear,socks,0.5,pink,K,10.0,19.0,4.0,,16.0,,,14.0,34.0,,,,,CN,,XS,,0.021
b142,home,home,towel,9.58,peach,W,,,20.0,34.0,,5.0,23.0,15.0,,,,,,CN,,XS,,
b95,home,home,curtain,36.18,orange,W,,3.0,2.0,3.0,1.0,3.0,,,,2.0,83.0,,,CN,,XXL,,
b86,home,home,mat,37.51,Ivory,K,3.0,3.0,3.0,2.0,,82.0,,1.0,,2.0,,,,CN,,XXL,,
b95,baby,nightwear,pyjama,19.57,colourful,K,3.0,,,,4.0,,2.0,3.0,2.0,4.0,78.0,,,VN,,XL,,0.259
b103,home,home,pillow,4.81,indigo,W,,,,,9.0,5.0,,19.0,9.0,7.0,49.0,,,US,,L,,
b86,kidswear,costume,jacket,6.38,red,K,,3.0,5.0,5.0,5.0,3.0,73.0,1.0,1.0,,,Y,,CN,,XL,,0.309
b95,home,home,pillow,8.34,metal,W,4.0,6.0,21.0,5.0,,31.0,6.0,,19.0,5.0,,,,ES,,XXL,,0.19699999999999998
b23,baby,outerwear,pants,1.95,wheat,W,,,,,,,,,,,100.0,,,IN,,M,,
b67,baby,baby,body,0.66,blue,K,9.0,10.0,9.0,,11.0,1.0,2.0,2.0,44.0,,8.0,,,CN,,XL,,0.024
b95,clothing,swimwear,swimsuit,3.85,indigo,K,,,,,,24.0,52.0,7.0,,15.0,,K,,DE,,S,,
b95,home,home,towel,21.13,Ivory,K,1.0,,3.0,3.0,,1.0,3.0,,78.0,4.0,2.0,,,PK,,XXL,,0.491
b86,kidswear,dress,dress,9.79,natural,K,2.0,,,58.0,2.0,5.0,16.0,,,15.0,,K,,VN,,M,,
b131,home,home,towel,4.6,blue gray,K,1.0,36.0,,12.0,18.0,4.0,,17.0,,,9.0,,,CN,,XS,,
b76,baby,thermals,pants,0.86,white,W,5.0,14.0,15.0,,,,,,6.0,,59.0,,,CN,,S,,
b17,menswear,outerwear,pants,1.91,purple,K,,,,5.0,4.0,,11.0,,11.0,,66.0,M,,TR,,XXL,,
b67,kidswear,accessory,backpack,26.84,bondi blue,W,,24.0,,33.0,40.0,,,,,1.0,,B,,KR,,XL,,1.236
b101,baby,baby,body,0.58,teal,K,,12.0,,,,,35.0,19.0,,12.0,19.0,,,VN,,S,,
b125,clothing,thermals,knitwear,37.5,peach,K,3.0,3.0,,3.0,6.0,72.0,6.0,,,3.0,,Y,,US,WIN,S,,
b125,clothing,uniform,jacket,20.79,indigo,K,,95.0,,,,1.0,,,,1.0,1.0,B,,DE,,L,,0.426
b76,kidswear,dress,fancy-dress,5.53,neon,K,2.0,4.0,2.0,73.0,2.0,3.0,3.0,3.0,,1.0,1.0,G,,CN,,XS,,
b125,home,home,mat,65.33,lime,W,,,14.0,,,,68.0,,17.0,,,,,CN,,XL,,
b103,menswear,home,curtain,17.27,pink,W,,77.0,2.0,4.0,,2.0,4.0,3.0,2.0,1.0,,M,,CN,,XS,,0.625
b89,menswear,footwear,socks,1.31,dark green,K,,6.0,8.0,4.0,,,,,75.0,,5.0,M,,KR,,XL,,
b17,home,home,mat,50.61,wheat,K,,,2.0,4.0,,,,1.0,91.0,1.0,,,,CN,,XXL,,
b76,home,home,sheets,21.47,teal,K,4.0,4.0,15.0,15.0,,,,,60.0,,,,,CN,,M,,
b125,home,home,sheets,13.45,pink,K,1.0,,,1.0,,93.0,,,2.0,,,,,CN,,L,,
